"","h2o.coef(glm_model)"
"g:rhi:fmo.r_area",0
"g:rhi:fmo.l_area",0
"g:rhi:ec.l_area",0
"g:rhi:ec.r_area",0
"g:rhi:mso.r_area",0
"g:rhi:mso.l_area",0
"g:rhi:or.r_area",0
"g:rhi:or.l_area",0
"g:rhi:mio.r_area",0
"g:rhi:mio.l_area",0
"g:rhi:al.r_area",0
"g:rhi:al.l_area",0
"g:rhi:pr_area",0
"g:rhi:ss_area",0
"g:rhi:ns_area",0
"g:rhi:mp_area",0
"g:rhi:ecm.r_area",0
"g:rhi:ecm.l_area",0
"g:rhi:zy.r_area",0
"g:rhi:zy.l_area",0
"g:rhi:mo.r_area",0
"g:rhi:mo.l_area",0
"g:rhi:ft.r_area",0
"g:rhi:ft.l_area",0
"g:rhi:ms.r_area",0
"g:rhi:ms.l_area",0
"g:rhi:po.r_area",0
"g:rhi:po.l_area",0
"g:rhi:au.r_area",0
"g:rhi:au.l_area",0
"g:rhi:a_area",0
"g:rhi:zm.r_area",0
"g:rhi:zm.l_area",0
"g:rhi:cr.l_area",0
"g:rhi:cr.r_area",0
"g:rhi:cdl.r_area",0
"g:rhi:cdl.l_area",0
"g:rhi:fmt.r_area",0
"g:rhi:fmt.l_area",0
"g:rhi:ju.r_area",0
"g:rhi:ju.l_area",0
"g:fmo.r:fmo.l_area",0
"g:fmo.r:ec.l_area",0
"g:fmo.r:ec.r_area",0
"g:fmo.r:mso.r_area",0
"g:fmo.r:mso.l_area",0
"g:fmo.r:or.r_area",0
"g:fmo.r:or.l_area",0
"g:fmo.r:mio.r_area",0
"g:fmo.r:mio.l_area",0
"g:fmo.r:al.r_area",0
"g:fmo.r:al.l_area",0
"g:fmo.r:pr_area",0
"g:fmo.r:ss_area",0
"g:fmo.r:ns_area",0
"g:fmo.r:mp_area",0
"g:fmo.r:ecm.r_area",0
"g:fmo.r:ecm.l_area",0
"g:fmo.r:zy.r_area",0
"g:fmo.r:zy.l_area",0
"g:fmo.r:mo.r_area",0
"g:fmo.r:mo.l_area",0
"g:fmo.r:ft.r_area",0
"g:fmo.r:ft.l_area",0
"g:fmo.r:ms.r_area",0
"g:fmo.r:ms.l_area",0
"g:fmo.r:po.r_area",0
"g:fmo.r:po.l_area",0
"g:fmo.r:au.r_area",0
"g:fmo.r:au.l_area",0
"g:fmo.r:a_area",0
"g:fmo.r:zm.r_area",0
"g:fmo.r:zm.l_area",0
"g:fmo.r:cr.l_area",0
"g:fmo.r:cr.r_area",0
"g:fmo.r:cdl.r_area",0
"g:fmo.r:cdl.l_area",0
"g:fmo.r:fmt.r_area",0
"g:fmo.r:fmt.l_area",0
"g:fmo.r:ju.r_area",0
"g:fmo.r:ju.l_area",0
"g:fmo.l:ec.l_area",0
"g:fmo.l:ec.r_area",0
"g:fmo.l:mso.r_area",0
"g:fmo.l:mso.l_area",0
"g:fmo.l:or.r_area",0
"g:fmo.l:or.l_area",0
"g:fmo.l:mio.r_area",0
"g:fmo.l:mio.l_area",0
"g:fmo.l:al.r_area",0
"g:fmo.l:al.l_area",0
"g:fmo.l:pr_area",0
"g:fmo.l:ss_area",0
"g:fmo.l:ns_area",0
"g:fmo.l:mp_area",0
"g:fmo.l:ecm.r_area",0
"g:fmo.l:ecm.l_area",0
"g:fmo.l:zy.r_area",0
"g:fmo.l:zy.l_area",0
"g:fmo.l:mo.r_area",0
"g:fmo.l:mo.l_area",0
"g:fmo.l:ft.r_area",0
"g:fmo.l:ft.l_area",0
"g:fmo.l:ms.r_area",0
"g:fmo.l:ms.l_area",0
"g:fmo.l:po.r_area",0
"g:fmo.l:po.l_area",0
"g:fmo.l:au.r_area",0
"g:fmo.l:au.l_area",0
"g:fmo.l:a_area",0
"g:fmo.l:zm.r_area",0
"g:fmo.l:zm.l_area",0
"g:fmo.l:cr.l_area",0
"g:fmo.l:cr.r_area",0
"g:fmo.l:cdl.r_area",0
"g:fmo.l:cdl.l_area",0
"g:fmo.l:fmt.r_area",0
"g:fmo.l:fmt.l_area",0
"g:fmo.l:ju.r_area",0
"g:fmo.l:ju.l_area",0
"g:ec.l:ec.r_area",0
"g:ec.l:mso.r_area",0
"g:ec.l:mso.l_area",0
"g:ec.l:or.r_area",0
"g:ec.l:or.l_area",0
"g:ec.l:mio.r_area",0
"g:ec.l:mio.l_area",0
"g:ec.l:al.r_area",0
"g:ec.l:al.l_area",0
"g:ec.l:pr_area",0
"g:ec.l:ss_area",0
"g:ec.l:ns_area",0
"g:ec.l:mp_area",0
"g:ec.l:ecm.r_area",0.00424332316919684
"g:ec.l:ecm.l_area",0
"g:ec.l:zy.r_area",0
"g:ec.l:zy.l_area",0
"g:ec.l:mo.r_area",0
"g:ec.l:mo.l_area",0
"g:ec.l:ft.r_area",0
"g:ec.l:ft.l_area",0
"g:ec.l:ms.r_area",0
"g:ec.l:ms.l_area",0
"g:ec.l:po.r_area",0
"g:ec.l:po.l_area",0
"g:ec.l:au.r_area",0
"g:ec.l:au.l_area",0
"g:ec.l:a_area",0
"g:ec.l:zm.r_area",0
"g:ec.l:zm.l_area",0
"g:ec.l:cr.l_area",0
"g:ec.l:cr.r_area",0
"g:ec.l:cdl.r_area",0
"g:ec.l:cdl.l_area",0
"g:ec.l:fmt.r_area",0
"g:ec.l:fmt.l_area",0
"g:ec.l:ju.r_area",0
"g:ec.l:ju.l_area",0
"g:ec.r:mso.r_area",0
"g:ec.r:mso.l_area",0
"g:ec.r:or.r_area",0
"g:ec.r:or.l_area",0
"g:ec.r:mio.r_area",0
"g:ec.r:mio.l_area",0
"g:ec.r:al.r_area",0
"g:ec.r:al.l_area",0
"g:ec.r:pr_area",0
"g:ec.r:ss_area",0
"g:ec.r:ns_area",0
"g:ec.r:mp_area",0
"g:ec.r:ecm.r_area",0
"g:ec.r:ecm.l_area",0
"g:ec.r:zy.r_area",0
"g:ec.r:zy.l_area",0
"g:ec.r:mo.r_area",0
"g:ec.r:mo.l_area",0
"g:ec.r:ft.r_area",0
"g:ec.r:ft.l_area",0
"g:ec.r:ms.r_area",0
"g:ec.r:ms.l_area",0
"g:ec.r:po.r_area",0
"g:ec.r:po.l_area",0
"g:ec.r:au.r_area",0
"g:ec.r:au.l_area",0
"g:ec.r:a_area",0
"g:ec.r:zm.r_area",0
"g:ec.r:zm.l_area",0
"g:ec.r:cr.l_area",0
"g:ec.r:cr.r_area",0
"g:ec.r:cdl.r_area",0
"g:ec.r:cdl.l_area",0
"g:ec.r:fmt.r_area",0
"g:ec.r:fmt.l_area",0
"g:ec.r:ju.r_area",0
"g:ec.r:ju.l_area",0
"g:mso.r:mso.l_area",0
"g:mso.r:or.r_area",0
"g:mso.r:or.l_area",0
"g:mso.r:mio.r_area",0
"g:mso.r:mio.l_area",0
"g:mso.r:al.r_area",0
"g:mso.r:al.l_area",0
"g:mso.r:pr_area",0
"g:mso.r:ss_area",0
"g:mso.r:ns_area",0
"g:mso.r:mp_area",0
"g:mso.r:ecm.r_area",0
"g:mso.r:ecm.l_area",0.00352027637250198
"g:mso.r:zy.r_area",0
"g:mso.r:zy.l_area",0
"g:mso.r:mo.r_area",0
"g:mso.r:mo.l_area",0
"g:mso.r:ft.r_area",0
"g:mso.r:ft.l_area",0
"g:mso.r:ms.r_area",0
"g:mso.r:ms.l_area",0
"g:mso.r:po.r_area",0
"g:mso.r:po.l_area",0
"g:mso.r:au.r_area",0
"g:mso.r:au.l_area",0.00134880968212631
"g:mso.r:a_area",0
"g:mso.r:zm.r_area",0
"g:mso.r:zm.l_area",0
"g:mso.r:cr.l_area",0
"g:mso.r:cr.r_area",0
"g:mso.r:cdl.r_area",0
"g:mso.r:cdl.l_area",0
"g:mso.r:fmt.r_area",0
"g:mso.r:fmt.l_area",0
"g:mso.r:ju.r_area",0
"g:mso.r:ju.l_area",0
"g:mso.l:or.r_area",0
"g:mso.l:or.l_area",0
"g:mso.l:mio.r_area",0
"g:mso.l:mio.l_area",0
"g:mso.l:al.r_area",0
"g:mso.l:al.l_area",0
"g:mso.l:pr_area",0
"g:mso.l:ss_area",0
"g:mso.l:ns_area",0
"g:mso.l:mp_area",0
"g:mso.l:ecm.r_area",0
"g:mso.l:ecm.l_area",0
"g:mso.l:zy.r_area",0
"g:mso.l:zy.l_area",0
"g:mso.l:mo.r_area",0
"g:mso.l:mo.l_area",0
"g:mso.l:ft.r_area",0
"g:mso.l:ft.l_area",0
"g:mso.l:ms.r_area",0
"g:mso.l:ms.l_area",0
"g:mso.l:po.r_area",0
"g:mso.l:po.l_area",0
"g:mso.l:au.r_area",0
"g:mso.l:au.l_area",0
"g:mso.l:a_area",0
"g:mso.l:zm.r_area",0
"g:mso.l:zm.l_area",0
"g:mso.l:cr.l_area",0
"g:mso.l:cr.r_area",0
"g:mso.l:cdl.r_area",0
"g:mso.l:cdl.l_area",0
"g:mso.l:fmt.r_area",0
"g:mso.l:fmt.l_area",0
"g:mso.l:ju.r_area",0
"g:mso.l:ju.l_area",0
"g:or.r:or.l_area",0
"g:or.r:mio.r_area",0
"g:or.r:mio.l_area",0
"g:or.r:al.r_area",0
"g:or.r:al.l_area",0
"g:or.r:pr_area",0
"g:or.r:ss_area",0
"g:or.r:ns_area",0
"g:or.r:mp_area",0
"g:or.r:ecm.r_area",0
"g:or.r:ecm.l_area",0
"g:or.r:zy.r_area",0
"g:or.r:zy.l_area",0
"g:or.r:mo.r_area",0
"g:or.r:mo.l_area",0
"g:or.r:ft.r_area",0
"g:or.r:ft.l_area",0
"g:or.r:ms.r_area",0
"g:or.r:ms.l_area",0
"g:or.r:po.r_area",0
"g:or.r:po.l_area",0
"g:or.r:au.r_area",0
"g:or.r:au.l_area",0
"g:or.r:a_area",0
"g:or.r:zm.r_area",0
"g:or.r:zm.l_area",0
"g:or.r:cr.l_area",0
"g:or.r:cr.r_area",0
"g:or.r:cdl.r_area",0
"g:or.r:cdl.l_area",0
"g:or.r:fmt.r_area",0
"g:or.r:fmt.l_area",0
"g:or.r:ju.r_area",0
"g:or.r:ju.l_area",0
"g:or.l:mio.r_area",0
"g:or.l:mio.l_area",0
"g:or.l:al.r_area",0
"g:or.l:al.l_area",0
"g:or.l:pr_area",0
"g:or.l:ss_area",0
"g:or.l:ns_area",0
"g:or.l:mp_area",0
"g:or.l:ecm.r_area",0
"g:or.l:ecm.l_area",0
"g:or.l:zy.r_area",0
"g:or.l:zy.l_area",0
"g:or.l:mo.r_area",0
"g:or.l:mo.l_area",0
"g:or.l:ft.r_area",0
"g:or.l:ft.l_area",0
"g:or.l:ms.r_area",0
"g:or.l:ms.l_area",0
"g:or.l:po.r_area",0
"g:or.l:po.l_area",0
"g:or.l:au.r_area",0
"g:or.l:au.l_area",0
"g:or.l:a_area",0
"g:or.l:zm.r_area",0
"g:or.l:zm.l_area",0
"g:or.l:cr.l_area",0
"g:or.l:cr.r_area",0
"g:or.l:cdl.r_area",0
"g:or.l:cdl.l_area",0
"g:or.l:fmt.r_area",0
"g:or.l:fmt.l_area",0
"g:or.l:ju.r_area",0
"g:or.l:ju.l_area",0
"g:mio.r:mio.l_area",0
"g:mio.r:al.r_area",0
"g:mio.r:al.l_area",0
"g:mio.r:pr_area",0
"g:mio.r:ss_area",0
"g:mio.r:ns_area",0
"g:mio.r:mp_area",0
"g:mio.r:ecm.r_area",0
"g:mio.r:ecm.l_area",0
"g:mio.r:zy.r_area",0
"g:mio.r:zy.l_area",0
"g:mio.r:mo.r_area",0
"g:mio.r:mo.l_area",0
"g:mio.r:ft.r_area",0
"g:mio.r:ft.l_area",0
"g:mio.r:ms.r_area",0
"g:mio.r:ms.l_area",0
"g:mio.r:po.r_area",0
"g:mio.r:po.l_area",0
"g:mio.r:au.r_area",0
"g:mio.r:au.l_area",0
"g:mio.r:a_area",0
"g:mio.r:zm.r_area",0
"g:mio.r:zm.l_area",0
"g:mio.r:cr.l_area",0
"g:mio.r:cr.r_area",0
"g:mio.r:cdl.r_area",0
"g:mio.r:cdl.l_area",0
"g:mio.r:fmt.r_area",0
"g:mio.r:fmt.l_area",0
"g:mio.r:ju.r_area",0
"g:mio.r:ju.l_area",0
"g:mio.l:al.r_area",0
"g:mio.l:al.l_area",0
"g:mio.l:pr_area",0
"g:mio.l:ss_area",0
"g:mio.l:ns_area",0
"g:mio.l:mp_area",0
"g:mio.l:ecm.r_area",0
"g:mio.l:ecm.l_area",0
"g:mio.l:zy.r_area",0
"g:mio.l:zy.l_area",0
"g:mio.l:mo.r_area",0
"g:mio.l:mo.l_area",0
"g:mio.l:ft.r_area",0
"g:mio.l:ft.l_area",0
"g:mio.l:ms.r_area",0
"g:mio.l:ms.l_area",0
"g:mio.l:po.r_area",0
"g:mio.l:po.l_area",0
"g:mio.l:au.r_area",0
"g:mio.l:au.l_area",0
"g:mio.l:a_area",0
"g:mio.l:zm.r_area",0
"g:mio.l:zm.l_area",0
"g:mio.l:cr.l_area",0
"g:mio.l:cr.r_area",0
"g:mio.l:cdl.r_area",0
"g:mio.l:cdl.l_area",0
"g:mio.l:fmt.r_area",0
"g:mio.l:fmt.l_area",0
"g:mio.l:ju.r_area",0
"g:mio.l:ju.l_area",0
"g:al.r:al.l_area",0
"g:al.r:pr_area",0
"g:al.r:ss_area",0
"g:al.r:ns_area",0
"g:al.r:mp_area",0
"g:al.r:ecm.r_area",0
"g:al.r:ecm.l_area",0
"g:al.r:zy.r_area",0
"g:al.r:zy.l_area",0
"g:al.r:mo.r_area",0
"g:al.r:mo.l_area",0
"g:al.r:ft.r_area",0
"g:al.r:ft.l_area",0
"g:al.r:ms.r_area",0
"g:al.r:ms.l_area",0
"g:al.r:po.r_area",0
"g:al.r:po.l_area",0
"g:al.r:au.r_area",0
"g:al.r:au.l_area",0
"g:al.r:a_area",0
"g:al.r:zm.r_area",0
"g:al.r:zm.l_area",0
"g:al.r:cr.l_area",0
"g:al.r:cr.r_area",0
"g:al.r:cdl.r_area",0
"g:al.r:cdl.l_area",0
"g:al.r:fmt.r_area",0
"g:al.r:fmt.l_area",0
"g:al.r:ju.r_area",0
"g:al.r:ju.l_area",0
"g:al.l:pr_area",0
"g:al.l:ss_area",0
"g:al.l:ns_area",0
"g:al.l:mp_area",0
"g:al.l:ecm.r_area",0
"g:al.l:ecm.l_area",0
"g:al.l:zy.r_area",0
"g:al.l:zy.l_area",0
"g:al.l:mo.r_area",0
"g:al.l:mo.l_area",0
"g:al.l:ft.r_area",0
"g:al.l:ft.l_area",0
"g:al.l:ms.r_area",0
"g:al.l:ms.l_area",0
"g:al.l:po.r_area",0
"g:al.l:po.l_area",0
"g:al.l:au.r_area",0
"g:al.l:au.l_area",0
"g:al.l:a_area",0
"g:al.l:zm.r_area",0
"g:al.l:zm.l_area",0
"g:al.l:cr.l_area",0
"g:al.l:cr.r_area",0
"g:al.l:cdl.r_area",0
"g:al.l:cdl.l_area",0
"g:al.l:fmt.r_area",0
"g:al.l:fmt.l_area",0
"g:al.l:ju.r_area",0
"g:al.l:ju.l_area",0
"g:pr:ss_area",0
"g:pr:ns_area",0
"g:pr:mp_area",0
"g:pr:ecm.r_area",0
"g:pr:ecm.l_area",0
"g:pr:zy.r_area",0
"g:pr:zy.l_area",0
"g:pr:mo.r_area",0
"g:pr:mo.l_area",0
"g:pr:ft.r_area",0
"g:pr:ft.l_area",0
"g:pr:ms.r_area",0
"g:pr:ms.l_area",0
"g:pr:po.r_area",0
"g:pr:po.l_area",0
"g:pr:au.r_area",0
"g:pr:au.l_area",0
"g:pr:a_area",0
"g:pr:zm.r_area",0
"g:pr:zm.l_area",0
"g:pr:cr.l_area",0
"g:pr:cr.r_area",0
"g:pr:cdl.r_area",0
"g:pr:cdl.l_area",0
"g:pr:fmt.r_area",0
"g:pr:fmt.l_area",0
"g:pr:ju.r_area",0
"g:pr:ju.l_area",0
"g:ss:ns_area",0
"g:ss:mp_area",0
"g:ss:ecm.r_area",0
"g:ss:ecm.l_area",0
"g:ss:zy.r_area",0
"g:ss:zy.l_area",0
"g:ss:mo.r_area",0
"g:ss:mo.l_area",0
"g:ss:ft.r_area",0
"g:ss:ft.l_area",0
"g:ss:ms.r_area",0
"g:ss:ms.l_area",0
"g:ss:po.r_area",0
"g:ss:po.l_area",0
"g:ss:au.r_area",0
"g:ss:au.l_area",0
"g:ss:a_area",0
"g:ss:zm.r_area",0
"g:ss:zm.l_area",0
"g:ss:cr.l_area",0
"g:ss:cr.r_area",0
"g:ss:cdl.r_area",0
"g:ss:cdl.l_area",0
"g:ss:fmt.r_area",0
"g:ss:fmt.l_area",0
"g:ss:ju.r_area",0
"g:ss:ju.l_area",0
"g:ns:mp_area",0
"g:ns:ecm.r_area",0
"g:ns:ecm.l_area",0
"g:ns:zy.r_area",0
"g:ns:zy.l_area",0
"g:ns:mo.r_area",0
"g:ns:mo.l_area",0
"g:ns:ft.r_area",0
"g:ns:ft.l_area",0
"g:ns:ms.r_area",0
"g:ns:ms.l_area",0
"g:ns:po.r_area",0
"g:ns:po.l_area",0
"g:ns:au.r_area",0
"g:ns:au.l_area",0
"g:ns:a_area",0
"g:ns:zm.r_area",0
"g:ns:zm.l_area",0
"g:ns:cr.l_area",0
"g:ns:cr.r_area",0
"g:ns:cdl.r_area",0
"g:ns:cdl.l_area",0
"g:ns:fmt.r_area",0
"g:ns:fmt.l_area",0
"g:ns:ju.r_area",0
"g:ns:ju.l_area",0
"g:mp:ecm.r_area",0
"g:mp:ecm.l_area",0
"g:mp:zy.r_area",0
"g:mp:zy.l_area",0
"g:mp:mo.r_area",0.009029732817245
"g:mp:mo.l_area",0
"g:mp:ft.r_area",0
"g:mp:ft.l_area",0
"g:mp:ms.r_area",0
"g:mp:ms.l_area",0
"g:mp:po.r_area",0
"g:mp:po.l_area",0
"g:mp:au.r_area",0
"g:mp:au.l_area",0
"g:mp:a_area",0
"g:mp:zm.r_area",0
"g:mp:zm.l_area",0
"g:mp:cr.l_area",0
"g:mp:cr.r_area",0
"g:mp:cdl.r_area",0
"g:mp:cdl.l_area",0
"g:mp:fmt.r_area",0
"g:mp:fmt.l_area",0
"g:mp:ju.r_area",0
"g:mp:ju.l_area",0
"g:ecm.r:ecm.l_area",0
"g:ecm.r:zy.r_area",0
"g:ecm.r:zy.l_area",0
"g:ecm.r:mo.r_area",0
"g:ecm.r:mo.l_area",0
"g:ecm.r:ft.r_area",0
"g:ecm.r:ft.l_area",0
"g:ecm.r:ms.r_area",0
"g:ecm.r:ms.l_area",0.012269531061365
"g:ecm.r:po.r_area",0
"g:ecm.r:po.l_area",0.0110552437243745
"g:ecm.r:au.r_area",0
"g:ecm.r:au.l_area",0
"g:ecm.r:a_area",0
"g:ecm.r:zm.r_area",0
"g:ecm.r:zm.l_area",0
"g:ecm.r:cr.l_area",0
"g:ecm.r:cr.r_area",0
"g:ecm.r:cdl.r_area",0
"g:ecm.r:cdl.l_area",0
"g:ecm.r:fmt.r_area",0
"g:ecm.r:fmt.l_area",0.0106057335177634
"g:ecm.r:ju.r_area",0
"g:ecm.r:ju.l_area",0
"g:ecm.l:zy.r_area",0
"g:ecm.l:zy.l_area",0
"g:ecm.l:mo.r_area",0
"g:ecm.l:mo.l_area",0
"g:ecm.l:ft.r_area",0
"g:ecm.l:ft.l_area",0
"g:ecm.l:ms.r_area",0
"g:ecm.l:ms.l_area",0
"g:ecm.l:po.r_area",0
"g:ecm.l:po.l_area",0
"g:ecm.l:au.r_area",0
"g:ecm.l:au.l_area",0
"g:ecm.l:a_area",0
"g:ecm.l:zm.r_area",0
"g:ecm.l:zm.l_area",0
"g:ecm.l:cr.l_area",0
"g:ecm.l:cr.r_area",0
"g:ecm.l:cdl.r_area",0
"g:ecm.l:cdl.l_area",0
"g:ecm.l:fmt.r_area",0
"g:ecm.l:fmt.l_area",0
"g:ecm.l:ju.r_area",0
"g:ecm.l:ju.l_area",0
"g:zy.r:zy.l_area",0
"g:zy.r:mo.r_area",0
"g:zy.r:mo.l_area",0
"g:zy.r:ft.r_area",0
"g:zy.r:ft.l_area",0
"g:zy.r:ms.r_area",0
"g:zy.r:ms.l_area",0
"g:zy.r:po.r_area",0.0932714765253495
"g:zy.r:po.l_area",0
"g:zy.r:au.r_area",0
"g:zy.r:au.l_area",0
"g:zy.r:a_area",0
"g:zy.r:zm.r_area",0
"g:zy.r:zm.l_area",0
"g:zy.r:cr.l_area",0
"g:zy.r:cr.r_area",0
"g:zy.r:cdl.r_area",0.0639111232078901
"g:zy.r:cdl.l_area",0
"g:zy.r:fmt.r_area",0
"g:zy.r:fmt.l_area",0
"g:zy.r:ju.r_area",0
"g:zy.r:ju.l_area",0
"g:zy.l:mo.r_area",0
"g:zy.l:mo.l_area",0
"g:zy.l:ft.r_area",0
"g:zy.l:ft.l_area",0
"g:zy.l:ms.r_area",0
"g:zy.l:ms.l_area",0
"g:zy.l:po.r_area",0
"g:zy.l:po.l_area",0
"g:zy.l:au.r_area",0
"g:zy.l:au.l_area",0
"g:zy.l:a_area",0
"g:zy.l:zm.r_area",0
"g:zy.l:zm.l_area",0
"g:zy.l:cr.l_area",0
"g:zy.l:cr.r_area",0
"g:zy.l:cdl.r_area",0
"g:zy.l:cdl.l_area",0
"g:zy.l:fmt.r_area",0
"g:zy.l:fmt.l_area",0
"g:zy.l:ju.r_area",0
"g:zy.l:ju.l_area",0
"g:mo.r:mo.l_area",0
"g:mo.r:ft.r_area",0
"g:mo.r:ft.l_area",0
"g:mo.r:ms.r_area",0
"g:mo.r:ms.l_area",0
"g:mo.r:po.r_area",0
"g:mo.r:po.l_area",0
"g:mo.r:au.r_area",0
"g:mo.r:au.l_area",0
"g:mo.r:a_area",0
"g:mo.r:zm.r_area",0
"g:mo.r:zm.l_area",0
"g:mo.r:cr.l_area",0
"g:mo.r:cr.r_area",0
"g:mo.r:cdl.r_area",0
"g:mo.r:cdl.l_area",0
"g:mo.r:fmt.r_area",0
"g:mo.r:fmt.l_area",0
"g:mo.r:ju.r_area",0
"g:mo.r:ju.l_area",0
"g:mo.l:ft.r_area",0
"g:mo.l:ft.l_area",0
"g:mo.l:ms.r_area",0
"g:mo.l:ms.l_area",0
"g:mo.l:po.r_area",0
"g:mo.l:po.l_area",0
"g:mo.l:au.r_area",0
"g:mo.l:au.l_area",0
"g:mo.l:a_area",0
"g:mo.l:zm.r_area",0
"g:mo.l:zm.l_area",0
"g:mo.l:cr.l_area",0
"g:mo.l:cr.r_area",0
"g:mo.l:cdl.r_area",0
"g:mo.l:cdl.l_area",0
"g:mo.l:fmt.r_area",0
"g:mo.l:fmt.l_area",0
"g:mo.l:ju.r_area",0
"g:mo.l:ju.l_area",0
"g:ft.r:ft.l_area",0
"g:ft.r:ms.r_area",0
"g:ft.r:ms.l_area",0
"g:ft.r:po.r_area",0
"g:ft.r:po.l_area",0
"g:ft.r:au.r_area",0
"g:ft.r:au.l_area",0
"g:ft.r:a_area",0
"g:ft.r:zm.r_area",0
"g:ft.r:zm.l_area",0
"g:ft.r:cr.l_area",0
"g:ft.r:cr.r_area",0
"g:ft.r:cdl.r_area",0
"g:ft.r:cdl.l_area",0
"g:ft.r:fmt.r_area",0
"g:ft.r:fmt.l_area",0
"g:ft.r:ju.r_area",0
"g:ft.r:ju.l_area",0
"g:ft.l:ms.r_area",0
"g:ft.l:ms.l_area",0
"g:ft.l:po.r_area",0
"g:ft.l:po.l_area",0
"g:ft.l:au.r_area",0
"g:ft.l:au.l_area",0
"g:ft.l:a_area",0
"g:ft.l:zm.r_area",0
"g:ft.l:zm.l_area",0
"g:ft.l:cr.l_area",0
"g:ft.l:cr.r_area",0
"g:ft.l:cdl.r_area",0
"g:ft.l:cdl.l_area",0
"g:ft.l:fmt.r_area",0
"g:ft.l:fmt.l_area",0
"g:ft.l:ju.r_area",0
"g:ft.l:ju.l_area",0
"g:ms.r:ms.l_area",0.119234366197148
"g:ms.r:po.r_area",0
"g:ms.r:po.l_area",0.0483750956351987
"g:ms.r:au.r_area",0
"g:ms.r:au.l_area",0
"g:ms.r:a_area",0
"g:ms.r:zm.r_area",0
"g:ms.r:zm.l_area",0
"g:ms.r:cr.l_area",0.0185245390957957
"g:ms.r:cr.r_area",0
"g:ms.r:cdl.r_area",0
"g:ms.r:cdl.l_area",0.00329343419924601
"g:ms.r:fmt.r_area",0
"g:ms.r:fmt.l_area",0
"g:ms.r:ju.r_area",0
"g:ms.r:ju.l_area",0.0494738047638729
"g:ms.l:po.r_area",0.0481092749202035
"g:ms.l:po.l_area",0
"g:ms.l:au.r_area",0.0258885760853095
"g:ms.l:au.l_area",0
"g:ms.l:a_area",0
"g:ms.l:zm.r_area",0.0236114715160396
"g:ms.l:zm.l_area",0
"g:ms.l:cr.l_area",0
"g:ms.l:cr.r_area",0
"g:ms.l:cdl.r_area",0.0433736449648824
"g:ms.l:cdl.l_area",0
"g:ms.l:fmt.r_area",0
"g:ms.l:fmt.l_area",0
"g:ms.l:ju.r_area",0.047211925396392
"g:ms.l:ju.l_area",0
"g:po.r:po.l_area",0
"g:po.r:au.r_area",0
"g:po.r:au.l_area",0
"g:po.r:a_area",0
"g:po.r:zm.r_area",0
"g:po.r:zm.l_area",0
"g:po.r:cr.l_area",0.00773731636164472
"g:po.r:cr.r_area",0
"g:po.r:cdl.r_area",0
"g:po.r:cdl.l_area",0
"g:po.r:fmt.r_area",0
"g:po.r:fmt.l_area",0
"g:po.r:ju.r_area",0
"g:po.r:ju.l_area",0
"g:po.l:au.r_area",0
"g:po.l:au.l_area",0
"g:po.l:a_area",0
"g:po.l:zm.r_area",0
"g:po.l:zm.l_area",0
"g:po.l:cr.l_area",0
"g:po.l:cr.r_area",0
"g:po.l:cdl.r_area",0
"g:po.l:cdl.l_area",0
"g:po.l:fmt.r_area",0
"g:po.l:fmt.l_area",0
"g:po.l:ju.r_area",0
"g:po.l:ju.l_area",0
"g:au.r:au.l_area",0
"g:au.r:a_area",0
"g:au.r:zm.r_area",0
"g:au.r:zm.l_area",0
"g:au.r:cr.l_area",0
"g:au.r:cr.r_area",0
"g:au.r:cdl.r_area",0
"g:au.r:cdl.l_area",0
"g:au.r:fmt.r_area",0
"g:au.r:fmt.l_area",0
"g:au.r:ju.r_area",0
"g:au.r:ju.l_area",0
"g:au.l:a_area",0
"g:au.l:zm.r_area",0
"g:au.l:zm.l_area",0
"g:au.l:cr.l_area",0
"g:au.l:cr.r_area",0
"g:au.l:cdl.r_area",0
"g:au.l:cdl.l_area",0
"g:au.l:fmt.r_area",0
"g:au.l:fmt.l_area",0
"g:au.l:ju.r_area",0
"g:au.l:ju.l_area",0
"g:a:zm.r_area",0
"g:a:zm.l_area",0
"g:a:cr.l_area",0
"g:a:cr.r_area",0
"g:a:cdl.r_area",0
"g:a:cdl.l_area",0
"g:a:fmt.r_area",0
"g:a:fmt.l_area",0
"g:a:ju.r_area",0
"g:a:ju.l_area",0
"g:zm.r:zm.l_area",0
"g:zm.r:cr.l_area",0
"g:zm.r:cr.r_area",0
"g:zm.r:cdl.r_area",0
"g:zm.r:cdl.l_area",0
"g:zm.r:fmt.r_area",0
"g:zm.r:fmt.l_area",0
"g:zm.r:ju.r_area",0
"g:zm.r:ju.l_area",0
"g:zm.l:cr.l_area",0
"g:zm.l:cr.r_area",0
"g:zm.l:cdl.r_area",0
"g:zm.l:cdl.l_area",0
"g:zm.l:fmt.r_area",0
"g:zm.l:fmt.l_area",0
"g:zm.l:ju.r_area",0
"g:zm.l:ju.l_area",0
"g:cr.l:cr.r_area",0
"g:cr.l:cdl.r_area",0.00418891117924143
"g:cr.l:cdl.l_area",0
"g:cr.l:fmt.r_area",0
"g:cr.l:fmt.l_area",0
"g:cr.l:ju.r_area",0
"g:cr.l:ju.l_area",0
"g:cr.r:cdl.r_area",0
"g:cr.r:cdl.l_area",0
"g:cr.r:fmt.r_area",0
"g:cr.r:fmt.l_area",0
